[fixture] [Mon Aug 31 15:35:39 2026] PHP 8.5.4 Development Server (http://127.0.0.1:8091) started
chromium 151.0.7922.34 (fixture spawned)
tier low-android (low Android (Pixel 4a-class), CPU x6)
  low-android/sha16/inline/cold rep 1/50: solve 90 ms (p2v 151 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 16/50: solve 31 ms (p2v 51 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 17/50: solve 26 ms (p2v 48 ms, tx 250778 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 18/50: solve 36 ms (p2v 56 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 19/50: solve 119 ms (p2v 139 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 20/50: solve 41 ms (p2v 63 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 21/50: solve 36 ms (p2v 57 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 22/50: solve 47 ms (p2v 71 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 23/50: solve 68 ms (p2v 94 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 24/50: solve 195 ms (p2v 228 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 25/50: solve 124 ms (p2v 160 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 26/50: solve 94 ms (p2v 125 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 27/50: solve 87 ms (p2v 116 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 28/50: solve 71 ms (p2v 97 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 29/50: solve 168 ms (p2v 190 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 30/50: solve 47 ms (p2v 67 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 31/50: solve 87 ms (p2v 110 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 32/50: solve 99 ms (p2v 120 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 33/50: solve 91 ms (p2v 111 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 34/50: solve 50 ms (p2v 72 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 35/50: solve 76 ms (p2v 102 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 36/50: solve 58 ms (p2v 88 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 37/50: solve 36 ms (p2v 70 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 38/50: solve 192 ms (p2v 224 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 39/50: solve 66 ms (p2v 94 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 40/50: solve 41 ms (p2v 70 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 41/50: solve 40 ms (p2v 65 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 42/50: solve 263 ms (p2v 288 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 43/50: solve 40 ms (p2v 64 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 44/50: solve 68 ms (p2v 89 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 45/50: solve 90 ms (p2v 111 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 46/50: solve 39 ms (p2v 65 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 47/50: solve 224 ms (p2v 256 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 48/50: solve 134 ms (p2v 167 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 49/50: solve 161 ms (p2v 193 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/cold rep 50/50: solve 46 ms (p2v 78 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm pre-warmed the context (rep 0 discarded)

  flagship-android/sha16/inline/warm rep 1/50: solve 55 ms (p2v 80 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 2/50: solve 37 ms (p2v 62 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 3/50: solve 62 ms (p2v 88 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 4/50: solve 45 ms (p2v 70 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 5/50: solve 178 ms (p2v 196 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 6/50: solve 38 ms (p2v 57 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 7/50: solve 80 ms (p2v 100 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 8/50: solve 43 ms (p2v 62 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 9/50: solve 32 ms (p2v 52 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 10/50: solve 81 ms (p2v 101 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 11/50: solve 164 ms (p2v 183 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 12/50: solve 52 ms (p2v 70 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 13/50: solve 155 ms (p2v 174 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 14/50: solve 146 ms (p2v 165 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 15/50: solve 97 ms (p2v 116 ms, tx 250777 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 16/50: solve 82 ms (p2v 100 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 17/50: solve 115 ms (p2v 135 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 18/50: solve 30 ms (p2v 51 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 19/50: solve 88 ms (p2v 110 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 20/50: solve 65 ms (p2v 89 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 21/50: solve 25 ms (p2v 44 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 22/50: solve 40 ms (p2v 58 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 23/50: solve 37 ms (p2v 54 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 24/50: solve 36 ms (p2v 54 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 25/50: solve 29 ms (p2v 49 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 26/50: solve 62 ms (p2v 80 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 27/50: solve 53 ms (p2v 71 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 28/50: solve 34 ms (p2v 53 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 29/50: solve 60 ms (p2v 80 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 30/50: solve 28 ms (p2v 49 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 31/50: solve 37 ms (p2v 54 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 32/50: solve 72 ms (p2v 89 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 33/50: solve 71 ms (p2v 89 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 34/50: solve 245 ms (p2v 264 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 35/50: solve 27 ms (p2v 47 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 36/50: solve 33 ms (p2v 51 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 37/50: solve 61 ms (p2v 79 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 38/50: solve 48 ms (p2v 67 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 39/50: solve 76 ms (p2v 95 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 40/50: solve 103 ms (p2v 121 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 41/50: solve 91 ms (p2v 109 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 42/50: solve 45 ms (p2v 63 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 43/50: solve 36 ms (p2v 54 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 44/50: solve 73 ms (p2v 94 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 45/50: solve 82 ms (p2v 104 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 46/50: solve 36 ms (p2v 57 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 47/50: solve 42 ms (p2v 63 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 48/50: solve 49 ms (p2v 69 ms, tx 250777 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 49/50: solve 50 ms (p2v 69 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha16/inline/warm rep 50/50: solve 57 ms (p2v 77 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  repeat navigation flagship-android/sha16/inline/warm: p2v 52 ms, tx 250771 B, cachehits 0, load 21 ms
  flagship-android/sha18/inline/cold rep 1/50: solve 43 ms (p2v 64 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 2/50: solve 79 ms (p2v 101 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 3/50: solve 91 ms (p2v 113 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 4/50: solve 213 ms (p2v 235 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 5/50: solve 33 ms (p2v 53 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 6/50: solve 148 ms (p2v 166 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 7/50: solve 247 ms (p2v 267 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 8/50: solve 244 ms (p2v 265 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 9/50: solve 237 ms (p2v 263 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 10/50: solve 128 ms (p2v 153 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 11/50: solve 198 ms (p2v 222 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 12/50: solve 155 ms (p2v 176 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 13/50: solve 281 ms (p2v 304 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 14/50: solve 408 ms (p2v 433 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 15/50: solve 172 ms (p2v 194 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 16/50: solve 120 ms (p2v 141 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 17/50: solve 339 ms (p2v 363 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 18/50: solve 79 ms (p2v 106 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 19/50: solve 128 ms (p2v 162 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 20/50: solve 1154 ms (p2v 1188 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 21/50: solve 228 ms (p2v 256 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 22/50: solve 109 ms (p2v 134 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 23/50: solve 339 ms (p2v 360 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 24/50: solve 77 ms (p2v 99 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 25/50: solve 124 ms (p2v 147 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 26/50: solve 51 ms (p2v 72 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 27/50: solve 692 ms (p2v 716 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 28/50: solve 181 ms (p2v 212 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 29/50: solve 323 ms (p2v 360 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 30/50: solve 331 ms (p2v 361 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 31/50: solve 176 ms (p2v 202 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 32/50: solve 288 ms (p2v 315 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 33/50: solve 226 ms (p2v 257 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 34/50: solve 692 ms (p2v 718 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 35/50: solve 128 ms (p2v 153 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 36/50: solve 267 ms (p2v 289 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 37/50: solve 140 ms (p2v 168 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 38/50: solve 230 ms (p2v 260 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 39/50: solve 372 ms (p2v 406 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 40/50: solve 364 ms (p2v 390 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 41/50: solve 224 ms (p2v 251 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 42/50: solve 1001 ms (p2v 1026 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 43/50: solve 291 ms (p2v 308 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 44/50: solve 103 ms (p2v 132 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 45/50: solve 355 ms (p2v 382 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 46/50: solve 260 ms (p2v 279 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 47/50: solve 110 ms (p2v 129 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 48/50: solve 59 ms (p2v 78 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 49/50: solve 58 ms (p2v 77 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/cold rep 50/50: solve 144 ms (p2v 162 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm pre-warmed the context (rep 0 discarded)

  flagship-android/sha18/inline/warm rep 1/50: solve 107 ms (p2v 123 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 2/50: solve 54 ms (p2v 71 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 3/50: solve 212 ms (p2v 229 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 4/50: solve 65 ms (p2v 81 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 5/50: solve 75 ms (p2v 93 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 6/50: solve 208 ms (p2v 225 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 7/50: solve 379 ms (p2v 396 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 8/50: solve 58 ms (p2v 76 ms, tx 250775 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 9/50: solve 102 ms (p2v 119 ms, tx 250776 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 10/50: solve 343 ms (p2v 360 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 11/50: solve 86 ms (p2v 103 ms, tx 250773 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 12/50: solve 190 ms (p2v 209 ms, tx 250771 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 13/50: solve 215 ms (p2v 233 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 14/50: solve 100 ms (p2v 118 ms, tx 250772 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  flagship-android/sha18/inline/warm rep 15/50: solve 211 ms (p2v 229 ms, tx 250774 B, cachehits 0, js - ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
